"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1739","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","1","391","VariableNamingConventions: Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'text_drawer_myMaps' is not final.","Code Style","VariableNamingConventions"
"1740","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","1","391","VariableNamingConventions: Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'text_drawer_myMaps' is not final.","Code Style","VariableNamingConventions"
"1741","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","392","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1742","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","392","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1743","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","392","LocalVariableCouldBeFinal: Local variable 'icon_drawer_myMaps' could be declared final","Code Style","LocalVariableCouldBeFinal"
"1744","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","392","LocalVariableCouldBeFinal: Local variable 'icon_drawer_myMaps' could be declared final","Code Style","LocalVariableCouldBeFinal"
"1745","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","1","392","LocalVariableNamingConventions: The local variable name 'icon_drawer_myMaps' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"1746","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","1","392","LocalVariableNamingConventions: The local variable name 'icon_drawer_myMaps' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"1747","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","392","LongVariable: Avoid excessively long variable names like icon_drawer_myMaps","Code Style","LongVariable"
"1748","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","392","LongVariable: Avoid excessively long variable names like icon_drawer_myMaps","Code Style","LongVariable"
"1749","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","1","392","VariableNamingConventions: Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'icon_drawer_myMaps' is not final.","Code Style","VariableNamingConventions"
"1750","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","1","392","VariableNamingConventions: Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'icon_drawer_myMaps' is not final.","Code Style","VariableNamingConventions"
"1751","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","394","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1752","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","394","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1753","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","395","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1754","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","395","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1755","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","400","AccessorMethodGeneration: Avoid autogenerated methods to access private fields and methods of inner / outer classes","Best Practices","AccessorMethodGeneration"
"1756","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","400","AccessorMethodGeneration: Avoid autogenerated methods to access private fields and methods of inner / outer classes","Best Practices","AccessorMethodGeneration"
"1757","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","407","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1758","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","407","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1759","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","407","LocalVariableCouldBeFinal: Local variable 'view_signIn' could be declared final","Code Style","LocalVariableCouldBeFinal"
"1760","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","407","LocalVariableCouldBeFinal: Local variable 'view_signIn' could be declared final","Code Style","LocalVariableCouldBeFinal"
"1761","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","1","407","LocalVariableNamingConventions: The local variable name 'view_signIn' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"1762","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","1","407","LocalVariableNamingConventions: The local variable name 'view_signIn' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"1763","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","1","407","VariableNamingConventions: Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'view_signIn' is not final.","Code Style","VariableNamingConventions"
"1764","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","1","407","VariableNamingConventions: Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'view_signIn' is not final.","Code Style","VariableNamingConventions"
"1765","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","408","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1766","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","408","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1767","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","408","LocalVariableCouldBeFinal: Local variable 'text_drawer_signIn' could be declared final","Code Style","LocalVariableCouldBeFinal"
"1768","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","408","LocalVariableCouldBeFinal: Local variable 'text_drawer_signIn' could be declared final","Code Style","LocalVariableCouldBeFinal"
"1769","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","1","408","LocalVariableNamingConventions: The local variable name 'text_drawer_signIn' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"1770","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","1","408","LocalVariableNamingConventions: The local variable name 'text_drawer_signIn' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"1771","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","408","LongVariable: Avoid excessively long variable names like text_drawer_signIn","Code Style","LongVariable"
"1772","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","408","LongVariable: Avoid excessively long variable names like text_drawer_signIn","Code Style","LongVariable"
"1773","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","1","408","VariableNamingConventions: Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'text_drawer_signIn' is not final.","Code Style","VariableNamingConventions"
"1774","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","1","408","VariableNamingConventions: Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'text_drawer_signIn' is not final.","Code Style","VariableNamingConventions"
"1775","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","409","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1776","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapsAppActivity.java","3","409","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
